0 1 8.071317 0.000000
1 1 7.288971 0.000000
1 2 13.135722 0.000000
1 3 14.949810 0.000000
1 4 24.621127 0.100000
1 5 32.892444 0.089443
1 6 41.875721 0.254127
2 3 14.931218 0.000000
2 4 2.424916 0.000000
2 5 11.231233 0.020000
2 6 17.592095 0.000053
2 7 26.073126 0.007559
2 8 31.609681 0.000089
2 9 40.935826 0.046816
2 10 49.197143 0.092848
3 4 25.323189 0.212132
3 5 11.678886 0.050000
3 6 14.086879 0.000001
3 7 14.907105 0.000004
3 8 20.945804 0.000047
3 9 24.954902 0.000186
3 10 33.052624 0.012721
3 11 40.728254 0.000615
3 12 49.009571 0.030006
3 13 56.980888 0.070003
4 6 18.375033 0.005448
4 7 15.768999 0.000071
4 8 4.941671 0.000035
4 9 11.348453 0.000077
4 10 12.607488 0.000081
4 11 20.177167 0.000238
4 12 25.077760 0.001909
4 13 33.659077 0.010180
4 14 39.954498 0.132245
4 15 49.825815 0.165797
4 16 57.447132 0.165797
5 7 27.676550 0.025150
5 8 22.921567 0.001000
5 9 12.416488 0.000903
5 10 12.050609 0.000015
5 11 8.667707 0.000012
5 12 13.369397 0.001321
5 13 16.561947 0.001000
5 14 23.663685 0.021213
5 15 28.958242 0.021032
5 16 37.112510 0.024569
5 17 43.716317 0.204104
5 18 51.792634 0.204165
5 19 59.770244 0.525363
6 8 35.064268 0.018243
6 9 28.910972 0.002137
6 10 15.698672 0.000070
6 11 10.649396 0.000060
6 12 0.000000 0.000000
6 13 3.125009 0.000000
6 14 3.019893 0.000004
6 15 9.873144 0.000800
6 16 13.694132 0.003578
6 17 21.031898 0.017365
6 18 24.919264 0.030000
6 19 32.413752 0.098389
6 20 37.503563 0.230625
6 22 53.611197 0.231490
7 10 38.800026 0.400000
7 11 24.303559 0.046154
7 12 17.338068 0.001000
7 13 5.345481 0.000270
7 14 2.863417 0.000000
7 15 0.101439 0.000001
7 16 5.683907 0.002301
7 17 7.870079 0.015000
7 18 13.113168 0.018570
7 19 15.856282 0.016404
7 20 21.766496 0.078894
7 21 25.231913 0.134048
7 22 31.764801 0.207779
7 23 36.720425 0.420570
8 12 31.914613 0.024000
8 13 23.115432 0.009526
8 14 8.007781 0.000025
8 15 2.855605 0.000491
8 16 -4.737001 0.000000
8 17 -0.808763 0.000001
8 18 -0.782816 0.000001
8 19 3.332858 0.002637
8 20 3.796172 0.000885
8 21 8.062035 0.012000
8 22 9.283033 0.056921
8 23 14.621369 0.121712
8 24 18.500402 0.164874
8 25 27.329027 0.165084
8 26 34.661037 0.164950
9 14 31.964402 0.041119
9 15 16.566751 0.014000
9 16 10.680253 0.008321
9 17 1.951702 0.000248
9 18 0.873113 0.000463
9 19 -1.487444 0.000001
9 20 -0.017463 0.000030
9 21 -0.047605 0.001800
9 22 2.793373 0.012399
9 23 3.285263 0.033320
9 24 7.544515 0.097670
9 25 11.334166 0.096442
9 26 18.648875 0.111199
9 27 25.450279 0.389830
9 28 33.741596 0.393024
9 29 40.150186 0.525363
10 15 40.215373 0.066684
10 16 23.986776 0.020480
10 17 16.500447 0.000354
10 18 5.317614 0.000363
10 19 1.752050 0.000160
10 20 -7.041931 0.000002
10 21 -5.731776 0.000038
10 22 -8.024719 0.000018
10 23 -5.154049 0.000104
10 24 -5.951646 0.000513
10 25 -2.035502 0.029045
10 26 0.481114 0.018429
10 27 7.050909 0.090770
10 28 11.299737 0.126068
10 29 18.399801 0.149505
10 30 23.280117 0.253250
10 31 31.181591 0.266195
11 17 35.173214 1.001356
11 18 25.037988 0.093881
11 19 12.929390 0.010535
11 20 6.850604 0.001114
11 21 -2.184631 0.000098
11 22 -5.181511 0.000171
11 23 -9.529852 0.000002
11 24 -8.417901 0.000017
11 25 -9.357813 0.001200
11 26 -6.860780 0.003502
11 27 -5.517790 0.003726
11 28 -0.988315 0.010246
11 29 2.679994 0.007337
11 30 8.474670 0.004727
11 31 12.246031 0.013972
11 32 18.640151 0.037260
11 33 23.780110 0.449912
11 34 31.680111 0.599416
12 19 31.828389 0.050001
12 20 17.477692 0.001863
12 21 10.903850 0.000755
12 22 -0.399933 0.000313
12 23 -5.473513 0.000158
12 24 -13.933569 0.000013
12 25 -13.192783 0.000047
12 26 -16.214542 0.000030
12 27 -14.586611 0.000050
12 28 -15.018845 0.002001
12 29 -10.602829 0.011400
12 30 -8.883820 0.003447
12 31 -3.122151 0.003074
12 32 -0.828900 0.003260
12 33 4.962297 0.002888
12 34 8.323348 0.028876
12 35 15.639784 0.269668
12 36 20.380157 0.690237
12 37 28.211474 0.698947
13 23 6.748070 0.000345
13 24 -0.048865 0.000233
13 25 -8.915975 0.000065
13 26 -12.210151 0.000067
13 27 -17.196861 0.000047
13 28 -16.850645 0.000077
13 29 -18.207760 0.000345
13 30 -15.864844 0.002888
13 31 -14.950706 0.002236
13 32 -11.099367 0.007173
13 33 -8.497380 0.006986
13 34 -3.000289 0.003074
13 35 -0.223728 0.007359
13 36 5.950384 0.149505
13 37 9.809563 0.180244
13 38 16.209859 0.374461
14 24 10.745195 0.019472
14 25 3.827324 0.010000
14 26 -7.141015 0.000108
14 27 -12.384503 0.000107
14 28 -21.492794 0.000000
14 29 -21.895078 0.000001
14 30 -24.432960 0.000022
14 31 -22.949036 0.000043
14 32 -24.077686 0.000298
14 33 -20.514325 0.000699
14 34 -19.956852 0.014118
14 35 -14.391457 0.035857
14 36 -12.436124 0.071797
14 37 -6.571511 0.113809
14 38 -4.170299 0.104793
14 39 2.320352 0.135532
14 40 5.429679 0.345119
14 41 12.119668 0.554705
15 27 -0.722458 0.026340
15 28 -7.147740 0.001152
15 29 -16.952848 0.000359
15 30 -20.200854 0.000065
15 31 -24.440541 0.000001
15 32 -24.304874 0.000040
15 33 -26.337346 0.001090
15 34 -24.548698 0.000810
15 35 -24.857799 0.001866
15 36 -20.251034 0.013114
15 37 -18.995998 0.037948
15 38 -14.621563 0.072581
15 39 -12.774634 0.112645
15 40 -8.114370 0.153582
15 41 -4.979767 0.120163
15 42 1.009740 0.314379
15 43 4.679826 0.554705
16 28 4.073206 0.160000
16 29 -3.156416 0.050000
16 30 -14.059253 0.000206
16 31 -19.042525 0.000229
16 32 -26.015534 0.000001
16 33 -26.585854 0.000001
16 34 -29.931685 0.000045
16 35 -28.846206 0.000040
16 36 -30.664131 0.000188
16 37 -26.896417 0.000198
16 38 -26.861203 0.007172
16 39 -23.162667 0.050000
16 40 -22.837846 0.003982
16 41 -19.008577 0.004099
16 42 -17.637746 0.002794
16 43 -12.195459 0.004970
16 44 -9.204233 0.005216
16 45 -3.989589 1.035356
17 29 13.162176 0.188680
17 31 -7.034551 0.003447
17 32 -13.334674 0.000562
17 33 -21.003337 0.000391
17 34 -24.440082 0.000049
17 35 -29.013528 0.000035
17 36 -29.522005 0.000036
17 37 -31.761538 0.000052
17 38 -29.798103 0.000098
17 39 -29.800205 0.001732
17 40 -27.557813 0.032066
17 41 -27.307189 0.068723
17 42 -24.831767 0.059616
17 43 -24.159508 0.061858
17 44 -20.384523 0.136321
17 45 -18.262543 0.136163
17 46 -13.859398 0.208661
18 30 20.931147 0.206155
18 32 -2.200351 0.001770
18 33 -9.384292 0.000401
18 34 -18.378290 0.000078
18 35 -23.047284 0.000680
18 36 -30.231540 0.000027
18 37 -30.947664 0.000207
18 38 -34.714821 0.000195
18 39 -33.242190 0.005000
18 40 -35.039895 0.000002
18 41 -33.067505 0.000347
18 42 -34.422675 0.005775
18 43 -32.009808 0.005310
18 44 -32.673255 0.001584
18 45 -29.770796 0.000512
18 46 -29.772926 0.001118
18 47 -25.366338 0.001118
18 48 -22.281337 0.307393
19 35 -11.172891 0.000512
19 36 -17.417065 0.000341
19 37 -24.800199 0.000094
19 38 -28.800755 0.000195
19 39 -33.807190 0.000005
19 40 -33.535492 0.000056
19 41 -35.559543 0.000004
19 42 -35.022026 0.000106
19 43 -36.575389 0.000410
19 44 -35.781492 0.000419
19 45 -36.615638 0.000522
19 46 -35.413924 0.000727
19 47 -35.711976 0.001397
19 48 -32.284477 0.000773
19 49 -29.611490 0.000801
19 50 -25.727848 0.007731
19 51 -22.516196 0.013047
19 52 -17.137627 0.033534
19 53 -12.295721 0.111779
20 36 -6.451149 0.040000
20 37 -13.136066 0.000634
20 38 -22.058499 0.000194
20 39 -27.282702 0.000596
